id,gh_post_gps,area_id
4912,BS-6628-0024,23
4913,BS-3320-0214,21
4914,BS-4390-6883,18
4915,BS-9548-7671,30
4916,BS-7302-2762,12
4917,BS-3257-2839,2
4918,BS-5313-3270,36
4919,BS-2390-2066,30
4920,BS-5819-6008,7
4921,BS-0489-8875,24
4922,BS-5918-5699,37
4923,BS-9993-6122,28
4924,BS-1588-0397,36
4925,BS-0983-0834,33
4926,BS-5080-3147,19
4927,BS-5437-5139,26
4928,BS-7029-5822,1
4929,BS-3503-9509,4
4930,BS-9354-2631,8
4931,BS-0698-1361,16
4932,BS-4518-8048,13
4933,BS-7341-9609,9
4934,BS-4423-2177,3
4935,BS-1728-5224,35
4936,BS-8408-9097,5
4937,BS-8796-3485,30
4938,BS-0351-6914,32
4939,BS-5026-2995,2
4940,BS-2216-1420,25
4941,BS-2864-3341,12
4942,BS-8789-9878,15
4943,BS-4854-7931,1
4944,BS-4791-4350,22
4945,BS-7831-2923,13
4946,BS-8641-5331,19
4947,BS-2857-6714,36
4948,BS-7905-6295,27
4949,BS-3602-8271,12
4950,BS-6779-8349,32
4951,BS-5372-6788,26
4952,BS-1961-6061,17
4953,BS-2783-9920,17
4954,BS-9299-2340,9
4955,BS-3674-9457,38
4956,BS-3747-4192,11
4957,BS-6829-2602,31
4958,BS-1789-1515,29
4959,BS-9067-7035,18
4960,BS-9419-5537,26
4961,BS-2835-3208,21
4962,BS-1885-7748,27
4963,BS-7281-5319,1
4964,BS-0942-3107,2
4965,BS-3375-1807,7
4966,BS-4415-2077,11
4967,BS-7483-4486,13
4968,BS-5401-2485,15
4969,BS-8230-7896,12
4970,BS-6168-9901,22
4971,BS-3816-6642,22
4972,BS-5535-4811,23
4973,BS-6034-0384,1
4974,BS-2838-5141,6
4975,BS-3122-5682,23
4976,BS-4403-0833,33
4977,BS-0887-8738,16
4978,BS-9953-8233,7
4979,BS-1550-9246,29
4980,BS-6250-4063,36
4981,BS-7793-8024,36
4982,BS-9890-2737,25
4983,BS-2501-1731,10
4984,BS-5570-2572,4
4985,BS-3235-5655,4
4986,BS-2414-9408,6
4987,BS-0771-4729,28
4988,BS-7664-0549,33
4989,BS-4731-0192,32
4990,BS-2999-6838,2
4991,BS-6266-3058,2
4992,BS-9777-2788,3
4993,BS-9544-6763,37
4994,BS-1666-6416,13
4995,BS-1826-2125,12
4996,BS-1256-5173,20
4997,BS-4412-8347,16
4998,BS-9825-6548,15
4999,BS-3716-2291,9
5000,BS-7106-4866,27
5001,BS-0000-6455,21
5002,BS-7931-1578,33
5003,BS-8076-7285,32
5004,BS-0121-8221,8
5005,BS-5117-0378,31
5006,BS-5515-0154,15
5007,BS-5201-8272,30
5008,BS-1550-7179,5
5009,BS-3571-0476,8
5010,BS-7770-1999,25
5011,BS-3965-5452,26
5012,BS-5594-5680,22
5013,BS-2294-3068,34
5014,BS-9059-0135,8
5015,BS-0018-5361,10
5016,BS-3380-7574,30
5017,BS-6068-8250,14
5018,BS-8470-0375,37
5019,BS-9934-3494,30
5020,BS-3492-9585,30
5021,BS-1730-5981,36
5022,BS-7573-4039,12
5023,BS-8361-2301,19
5024,BS-9664-5282,7
5025,BS-5679-2187,8
5026,BS-6952-1945,13
5027,BS-7548-5273,31
5028,BS-4951-8989,18
5029,BS-7939-8332,33
5030,BS-7988-5906,12
5031,BS-7188-8930,28
5032,BS-4049-6517,37
5033,BS-0737-0336,5
5034,BS-6363-4334,21
5035,BS-2415-3732,34
5036,BS-8833-2751,18
5037,BS-4109-3844,9
5038,BS-4461-5517,21
5039,BS-2922-1957,18
5040,BS-9050-2767,37
5041,BS-6656-2119,24
5042,BS-7032-8830,13
5043,BS-6958-0880,10
5044,BS-6759-3247,24
5045,BS-8458-4303,26
5046,BS-7289-8721,33
5047,BS-3987-8758,27
5048,BS-0757-1008,3
5049,BS-9807-1266,17
5050,BS-7209-1696,29
5051,BS-8368-4420,26
5052,BS-3713-8892,25
5053,BS-1652-4259,34
5054,BS-7923-6822,37
5055,BS-3575-2763,29
5056,BS-8494-7535,36
5057,BS-3969-0209,31
5058,BS-7306-9130,19
5059,BS-4270-7664,36
5060,BS-2001-6038,4
5061,BS-8397-5174,29
5062,BS-9434-3358,22
5063,BS-1783-6008,13
5064,BS-5610-0997,27
5065,BS-0088-1480,38
5066,BS-0305-6408,29
5067,BS-5095-7857,26
5068,BS-7376-5859,1
5069,BS-8143-4851,20
5070,BS-4259-4560,18
5071,BS-7041-8280,16
5072,BS-1339-9149,14
5073,BS-6238-7577,16
5074,BS-6641-3351,9
5075,BS-1780-4252,26
5076,BS-6421-4922,23
5077,BS-3930-3184,34
5078,BS-8907-5621,24
5079,BS-2813-2894,38
5080,BS-8805-1827,12
5081,BS-9690-8472,7
5082,BS-1187-9402,33
5083,BS-0333-1007,6
5084,BS-0074-3996,28
5085,BS-6372-7714,26
5086,BS-7105-5377,20
5087,BS-8664-5801,9
5088,BS-7345-3534,7
5089,BS-0356-4564,2
5090,BS-0081-6928,30
5091,BS-8876-7210,28
5092,BS-0886-3387,20
5093,BS-3555-1681,12
5094,BS-6567-4718,21
5095,BS-9750-8848,34
5096,BS-7855-7046,35
5097,BS-1724-9411,4
5098,BS-3095-5340,8
5099,BS-1029-6742,6
5100,BS-8053-2593,34
5101,BS-8422-7953,31
5102,BS-3425-3838,37
5103,BS-4598-6532,17
5104,BS-9713-2318,19
5105,BS-6568-5291,7
5106,BS-3417-8039,9
5107,BS-0330-5734,6
5108,BS-2392-6653,6
5109,BS-6151-9038,16
5110,BS-1959-3997,25
5111,BS-2838-6624,16
5112,BS-7356-4552,24
5113,BS-2775-2187,22
5114,BS-3080-5144,32
5115,BS-4597-5668,7
5116,BS-6456-9079,22
5117,BS-5430-5204,8
5118,BS-2942-8057,18
5119,BS-1064-0659,31
5120,BS-3644-8254,13
5121,BS-8188-2071,37
5122,BS-0888-1835,28
5123,BS-9024-3505,21
5124,BS-8890-7311,30
5125,BS-2243-5276,12
5126,BS-2214-8727,14
5127,BS-9216-1595,11
5128,BS-9848-7655,31
5129,BS-4989-5260,14
5130,BS-1459-6861,1
5131,BS-9624-8051,5
5132,BS-2284-4251,32
5133,BS-9417-0813,7
5134,BS-4764-3355,36
5135,BS-8148-1535,15
5136,BS-3073-4834,20
5137,BS-6106-2868,4
5138,BS-2821-0022,33
5139,BS-2845-7779,2
5140,BS-5440-6708,8
5141,BS-2342-5357,11
5142,BS-9207-2571,35
5143,BS-8750-7078,21
5144,BS-6948-4068,9
5145,BS-9531-9757,9
5146,BS-3043-3738,8
5147,BS-2275-0943,13
5148,BS-5934-8917,26
5149,BS-0513-0742,5
5150,BS-7470-4978,21
5151,BS-7854-7128,30
5152,BS-9194-4387,17
5153,BS-5565-1607,11
5154,BS-1768-8945,1
5155,BS-7789-5147,31
5156,BS-1827-8965,16
5157,BS-5358-5885,1
5158,BS-2613-6520,22
5159,BS-4077-1362,28
5160,BS-7397-7297,16
5161,BS-8273-9680,4
5162,BS-9542-6799,3
5163,BS-6964-0392,1
5164,BS-8786-4877,16
5165,BS-3964-3286,26
5166,BS-1495-4644,6
5167,BS-9729-7781,18
5168,BS-4190-7039,33
5169,BS-4196-5348,27
5170,BS-7438-7966,31
5171,BS-7444-8759,9
5172,BS-6311-7604,36
5173,BS-3205-1168,26
5174,BS-9616-0899,10
5175,BS-3124-6309,32
5176,BS-7341-9179,1
5177,BS-4204-5441,26
5178,BS-1086-2526,14
5179,BS-7578-8454,33
5180,BS-5099-0966,1
5181,BS-2380-3825,6
5182,BS-1872-9730,33
5183,BS-3441-4343,38
5184,BS-2942-4691,27
5185,BS-1482-8740,11
5186,BS-7132-2755,12
5187,BS-3976-5021,31
5188,BS-9964-6006,6
5189,BS-3917-2756,6
5190,BS-1583-6853,26
5191,BS-3806-9829,17
5192,BS-9570-5131,6
5193,BS-4224-5253,37
5194,BS-1023-5370,2
5195,BS-6238-6186,6
5196,BS-0498-6586,36
5197,BS-3340-4670,15
5198,BS-4545-0392,38
5199,BS-5220-1295,20
5200,BS-6971-4439,34
5201,BS-2139-8553,35
5202,BS-5001-6880,3
5203,BS-2136-3801,13
5204,BS-3985-3283,1
5205,BS-2400-3422,17
5206,BS-5590-0707,5
5207,BS-3646-1108,27
5208,BS-2118-3578,18
5209,BS-1987-2700,6
5210,BS-5986-8784,36
5211,BS-6910-0012,8
5212,BS-9022-3962,20
5213,BS-6735-0191,31
5214,BS-0763-1598,10
5215,BS-5845-6303,31
5216,BS-9539-5813,26
5217,BS-1988-2469,15
5218,BS-3894-4790,15
5219,BS-9510-0116,25
5220,BS-3337-9053,31
5221,BS-3673-1144,32
5222,BS-6335-2986,2
5223,BS-2285-4240,12
5224,BS-2230-6204,35
5225,BS-2672-9974,10
5226,BS-7093-2794,28
5227,BS-9043-3382,20
5228,BS-5497-6106,19
5229,BS-9379-5383,38
5230,BS-8609-3256,2
5231,BS-5605-3590,33
5232,BS-9076-5009,2
5233,BS-9253-2608,7
5234,BS-1550-7894,26
5235,BS-5538-0182,20
5236,BS-6088-6600,5
5237,BS-3498-9491,14
5238,BS-1099-4573,23
5239,BS-4064-4115,27
5240,BS-4477-6242,33
5241,BS-2128-7202,5
5242,BS-7362-9945,2
5243,BS-3562-9394,20
5244,BS-7290-3581,13
5245,BS-4518-9291,12
5246,BS-9727-0021,5
5247,BS-7821-9071,38
5248,BS-3476-7573,9
5249,BS-9087-3337,11
5250,BS-9838-2250,29
5251,BS-2217-9315,30
5252,BS-6045-6107,9
5253,BS-5506-9191,38
5254,BS-7216-7754,15
5255,BS-3840-1313,13
5256,BS-3301-1913,16
5257,BS-1044-7900,15
5258,BS-0790-7536,20
5259,BS-9272-0660,11
5260,BS-8525-7595,16
5261,BS-6475-5584,15
5262,BS-9228-8329,21
5263,BS-5033-5729,17
5264,BS-4556-8867,8
5265,BS-9152-4192,3
5266,BS-1972-4950,23
5267,BS-0584-6123,5
5268,BS-8309-9577,33
5269,BS-6984-8630,4
5270,BS-7417-9357,2
5271,BS-1679-3960,25
5272,BS-6757-6604,36
5273,BS-0816-3600,6
5274,BS-5832-9405,32
5275,BS-6224-2340,26
5276,BS-1963-2852,6
5277,BS-9201-2202,20
5278,BS-9842-1608,13
5279,BS-0902-3101,38
5280,BS-8201-1392,32
5281,BS-1459-6434,35
5282,BS-7644-0632,22
5283,BS-0565-3921,5
5284,BS-7694-7299,34
5285,BS-8178-5481,31
5286,BS-7272-3120,34
5287,BS-6402-2743,15
5288,BS-1108-3022,7
5289,BS-4721-7894,13
5290,BS-3845-8457,32
5291,BS-8769-2046,28
5292,BS-1150-7371,15
5293,BS-0014-5031,23
5294,BS-4337-7051,34
5295,BS-9195-3089,38
5296,BS-8783-4552,2
5297,BS-9401-7589,36
5298,BS-7196-0825,4
5299,BS-9004-5216,26
5300,BS-4554-7709,31
5301,BS-1896-3436,26
5302,BS-0088-4766,20
5303,BS-6911-7035,33
5304,BS-2916-9331,31
5305,BS-8582-8775,17
5306,BS-2677-7929,34
5307,BS-3390-8531,11
5308,BS-5118-4142,35
5309,BS-5876-7014,30
5310,BS-4135-8771,8
5311,BS-7175-0063,10
5312,BS-9907-8839,17
5313,BS-4348-3796,19
5314,BS-4194-5132,23
5315,BS-3618-2153,1
5316,BS-6533-0354,31
5317,BS-2624-1639,22
5318,BS-0792-0425,28
5319,BS-9953-0936,28
5320,BS-4563-8421,17
5321,BS-6427-2873,18
5322,BS-6122-8354,6
5323,BS-7084-1020,1
5324,BS-0759-6826,3
5325,BS-7623-7764,37
5326,BS-7597-5438,15
5327,BS-4864-8270,5
5328,BS-9668-6430,13
5329,BS-5507-4717,17
5330,BS-3596-5373,30
5331,BS-0781-1754,32
5332,BS-2026-8369,32
5333,BS-1453-4879,5
5334,BS-9895-6724,10
5335,BS-4337-8520,2
5336,BS-0665-5147,1
5337,BS-5593-8653,34
5338,BS-3201-9895,36
5339,BS-1849-7019,11
5340,BS-5458-9624,38
5341,BS-4684-5636,22
5342,BS-6212-0062,14
5343,BS-1711-4867,32
5344,BS-9570-9537,28
5345,BS-6958-9562,21
5346,BS-1466-4789,12
5347,BS-9033-8027,2
5348,BS-0646-6084,3
5349,BS-7381-2703,13
5350,BS-8367-7116,24
5351,BS-6453-3044,35
5352,BS-2588-2105,14
5353,BS-3633-1561,10
5354,BS-5916-1191,15
5355,BS-8930-9067,22
5356,BS-8597-7053,1
5357,BS-7876-9740,33
5358,BS-1582-8566,15
5359,BS-6667-8812,26
5360,BS-5078-1048,32
5361,BS-3430-9036,29
5362,BS-4086-3839,11
5363,BS-6845-2837,35
5364,BS-5905-2829,10
5365,BS-1560-5338,33
5366,BS-2465-6679,3
5367,BS-3709-7188,10
5368,BS-3550-8763,17
5369,BS-2356-6716,2
5370,BS-7487-8874,17
5371,BS-2159-3748,16
5372,BS-8464-7282,21
5373,BS-1941-9572,27
5374,BS-1717-6845,2
5375,BS-7618-1369,13
5376,BS-4956-6656,38
5377,BS-2640-8011,5
5378,BS-6986-6342,12
5379,BS-1343-1187,18
5380,BS-1939-3735,37
5381,BS-2773-5366,1
5382,BS-7001-2725,12
5383,BS-5429-9102,8
5384,BS-3481-4100,16
5385,BS-4109-7956,16
5386,BS-8244-2000,7
5387,BS-5090-8234,1
5388,BS-4869-3088,30
5389,BS-5962-6713,29
5390,BS-4011-7138,38
5391,BS-5788-1533,18
5392,BS-8389-1141,29
5393,BS-4621-5623,20
5394,BS-8426-5144,20
5395,BS-1454-3754,11
5396,BS-5349-0197,14
5397,BS-9971-7588,34
5398,BS-3158-0187,35
5399,BS-6183-8158,3
5400,BS-5814-7820,34
5401,BS-8546-7588,30
5402,BS-9528-8621,2
5403,BS-8136-9150,5
5404,BS-7828-2092,25
5405,BS-2077-8136,15
5406,BS-3717-9883,22
5407,BS-1982-1251,31
5408,BS-8844-3004,36
5409,BS-9018-9747,11
5410,BS-7290-5923,18
5411,BS-9239-8695,1
5412,BS-1375-6058,36
5413,BS-8748-6194,20
5414,BS-9664-8307,15
5415,BS-4781-0380,4
5416,BS-1712-7756,29
5417,BS-3288-0257,32
5418,BS-0587-8351,29
5419,BS-5300-8364,3
5420,BS-6538-6631,18
5421,BS-9800-3421,18
5422,BS-6376-8937,27
5423,BS-1151-5679,9
5424,BS-8018-3808,24
5425,BS-4028-4202,19
5426,BS-6446-0645,38
5427,BS-5888-3528,11
5428,BS-3441-4891,23
5429,BS-8644-5693,23
5430,BS-0501-9704,2
5431,BS-4472-9882,35
5432,BS-4120-2175,13
5433,BS-5814-8130,20
5434,BS-6033-8821,12
5435,BS-8881-4793,18
5436,BS-9930-5934,2
5437,BS-7826-4478,34
5438,BS-2417-6370,15
5439,BS-3438-6286,24
5440,BS-3819-1900,28
5441,BS-9859-8258,2
5442,BS-4156-5514,31
5443,BS-7167-3806,36
5444,BS-6334-8641,25
5445,BS-3668-1396,32
5446,BS-8448-3536,31
5447,BS-8446-7926,17
5448,BS-3303-0802,34
5449,BS-6253-5218,10
5450,BS-9775-3432,11
5451,BS-5724-3774,26
5452,BS-0357-7727,24
5453,BS-3198-4186,22
5454,BS-3340-5427,13
5455,BS-6591-8965,30
5456,BS-0306-3084,38
5457,BS-7394-4390,24
5458,BS-3544-2331,38
5459,BS-6491-1958,34
5460,BS-0437-0386,2
5461,BS-9749-4764,23
5462,BS-1835-2646,8
5463,BS-8882-7857,24
5464,BS-8683-6289,4
5465,BS-7931-6718,26
5466,BS-1770-8064,4
5467,BS-7449-7565,32
5468,BS-3763-0231,13
5469,BS-0193-9754,20
5470,BS-4247-9986,21
5471,BS-0451-9401,8
5472,BS-4509-8725,12
5473,BS-9978-6312,18
5474,BS-7466-1403,28
5475,BS-1459-3868,18
5476,BS-8909-6338,28
5477,BS-4678-5780,20
5478,BS-8062-9167,25
5479,BS-5418-6495,11
5480,BS-2178-0678,6
5481,BS-8878-4413,28
5482,BS-9174-5201,8
5483,BS-2241-5072,27
5484,BS-7059-5969,17
5485,BS-1201-1667,8
5486,BS-5250-2985,32
5487,BS-1723-4420,31
5488,BS-7661-5982,7
5489,BS-2677-5810,20
5490,BS-9143-8403,10
5491,BS-2960-3118,13
5492,BS-7579-1359,27
5493,BS-6219-0193,31
5494,BS-0774-9555,20
5495,BS-9257-6327,12
5496,BS-1913-8715,18
5497,BS-8665-3694,28
5498,BS-6904-1053,14
5499,BS-0548-9515,15
5500,BS-2767-5434,34
5501,BS-1041-1084,11
5502,BS-9037-8708,36
5503,BS-4562-1066,15
5504,BS-3006-4852,24
5505,BS-4071-9666,33
5506,BS-2514-2232,9
5507,BS-6948-5247,8
5508,BS-2666-7466,9
5509,BS-9759-0964,18
5510,BS-9690-7015,8
5511,BS-2086-3989,20
5512,BS-2772-8990,28
5513,BS-0370-8037,13
5514,BS-5135-1612,4
5515,BS-2760-8638,17
5516,BS-2059-5280,7
5517,BS-3295-5030,37
5518,BS-8685-9388,3
5519,BS-7033-8579,18
5520,BS-2191-4490,26
5521,BS-1078-3352,6
5522,BS-0589-3032,25
5523,BS-8976-2610,11
5524,BS-7902-4612,11
5525,BS-8928-6766,36
5526,BS-8760-3516,12
5527,BS-0312-4747,36
5528,BS-0113-7493,35
5529,BS-0277-8767,35
5530,BS-8823-2327,15
5531,BS-9271-0181,27
5532,BS-0338-0736,16
5533,BS-1114-1448,7
5534,BS-0903-0100,5
5535,BS-4575-1600,15
5536,BS-0626-6245,35
5537,BS-9259-6309,12
5538,BS-6552-0489,1
5539,BS-9617-1054,9
5540,BS-9826-1156,7
5541,BS-5043-8258,14
5542,BS-4335-9449,33
5543,BS-6295-3668,7
5544,BS-4135-6336,11
5545,BS-8222-1417,6
5546,BS-8697-3869,3
5547,BS-1026-1411,3
5548,BS-4927-2939,19
5549,BS-1791-2789,35
5550,BS-5661-4820,37
5551,BS-1610-1083,5
5552,BS-6474-2615,18
5553,BS-0216-5155,28
5554,BS-6403-6778,32
5555,BS-6697-6999,34
5556,BS-2984-5527,18
5557,BS-2109-9159,4
5558,BS-5257-6004,22
5559,BS-4697-4478,38
5560,BS-0040-2925,5
5561,BS-3199-1896,36
5562,BS-7326-3800,36
5563,BS-1857-6862,38
5564,BS-2253-8394,34
5565,BS-4469-3460,14
5566,BS-1352-9129,31
5567,BS-2774-3928,15
5568,BS-8397-1686,16
5569,BS-3959-2160,7
5570,BS-9090-5155,30
5571,BS-5277-9678,2
5572,BS-2662-6065,11
5573,BS-8184-2534,9
5574,BS-0716-6134,2
5575,BS-6260-9204,18
5576,BS-3289-1298,25
5577,BS-2321-2664,38
5578,BS-1084-3003,11
5579,BS-6366-7135,18
5580,BS-9964-2169,9
5581,BS-2571-1866,14
5582,BS-5745-4896,5
5583,BS-4320-6849,16
5584,BS-9015-8952,24
5585,BS-3677-9775,31
5586,BS-6847-4360,29
5587,BS-7081-9182,17
5588,BS-5874-0056,7
5589,BS-6432-1557,32
5590,BS-7644-9062,33
5591,BS-2464-8289,11
5592,BS-8827-7845,34
5593,BS-8199-5588,11
5594,BS-0350-3042,16
5595,BS-4522-9700,13
5596,BS-9311-4277,22
5597,BS-1746-9766,5
5598,BS-6673-0305,21
5599,BS-2132-8452,5
5600,BS-3958-3013,5
5601,BS-8785-0093,22
5602,BS-2493-3269,14
5603,BS-5581-2660,24
5604,BS-1687-2654,21
5605,BS-6845-2397,25
5606,BS-6022-6094,12
5607,BS-8314-1776,28
5608,BS-4151-1197,8
5609,BS-4187-7097,18
5610,BS-5022-2881,36
5611,BS-9584-6339,32
5612,BS-4906-7337,31
5613,BS-7602-9256,12
5614,BS-9272-9001,15
5615,BS-2071-6748,35
5616,BS-0531-3203,14
5617,BS-8661-5367,4
5618,BS-3138-3482,3
5619,BS-4650-3419,30
5620,BS-3380-2282,32
5621,BS-9164-0730,5
5622,BS-1314-3453,20
5623,BS-6370-4192,33
5624,BS-0615-7921,23
5625,BS-5141-8778,8
5626,BS-6149-1575,14
5627,BS-6050-0105,5
5628,BS-1563-7628,26
5629,BS-3802-3162,24
5630,BS-8338-6225,13
5631,BS-9822-7123,25
5632,BS-2531-1975,5
5633,BS-3331-7002,21
5634,BS-9057-3316,27
5635,BS-3626-0023,9
5636,BS-2570-0628,2
5637,BS-3490-4010,26
5638,BS-1568-8900,12
5639,BS-7261-7115,9
5640,BS-5395-6958,31
5641,BS-9134-5694,33
5642,BS-7576-2095,1
5643,BS-6815-0292,7
5644,BS-0947-5538,22
5645,BS-5520-8620,13
5646,BS-6692-2854,12
5647,BS-7711-6994,7
5648,BS-6178-4118,21
5649,BS-6715-6439,23
5650,BS-4148-6441,34
5651,BS-2756-8799,5
5652,BS-7477-3172,23
5653,BS-8055-9599,21
5654,BS-6970-3292,15
5655,BS-0819-0932,11
5656,BS-5329-9169,36
5657,BS-8998-8477,21
5658,BS-0279-4574,14
5659,BS-2769-7278,36
5660,BS-2775-8160,38
5661,BS-5227-9595,16
5662,BS-1349-3706,14
5663,BS-3505-3489,18
5664,BS-8660-1688,13
5665,BS-7766-3402,32
5666,BS-9480-3805,1
5667,BS-4784-6878,15
5668,BS-8578-5227,9
5669,BS-7960-7262,18
5670,BS-0673-9306,30
5671,BS-6932-9635,21
5672,BS-4415-6158,33
5673,BS-9492-4048,36
5674,BS-1893-5559,20
5675,BS-0534-2869,10
5676,BS-2935-3946,30
5677,BS-1734-9435,6
5678,BS-2264-8621,34
5679,BS-1890-8911,24
5680,BS-0021-8174,25
5681,BS-2219-4076,27
5682,BS-3748-0558,14
5683,BS-7026-4756,30
5684,BS-9496-3186,21
5685,BS-3524-3447,7
5686,BS-7303-7961,22
5687,BS-8046-1771,29
5688,BS-5818-7713,28
5689,BS-4424-4747,4
5690,BS-7586-5341,27
5691,BS-0522-0798,20
5692,BS-6420-2835,29
5693,BS-2613-0473,10
5694,BS-6496-9462,7
5695,BS-2268-9377,25
5696,BS-4245-7653,13
5697,BS-1236-8018,4
5698,BS-0173-4587,33
5699,BS-6016-6621,19
5700,BS-1702-4384,14
5701,BS-1558-7454,10
5702,BS-8862-2651,26
5703,BS-6027-2936,25
5704,BS-5769-2841,33
5705,BS-9161-9593,35
5706,BS-8485-9509,29
5707,BS-5677-9098,1
5708,BS-8145-6760,9
5709,BS-6982-5381,14
5710,BS-8399-9818,1
5711,BS-1641-3972,29
5712,BS-1814-5055,31
5713,BS-9983-3598,4
5714,BS-2317-5962,16
5715,BS-5473-1169,19
5716,BS-7322-4892,36
5717,BS-5375-9387,27
5718,BS-8951-9484,4
5719,BS-6615-6338,17
5720,BS-3001-5689,24
5721,BS-6022-7339,9
5722,BS-1388-2739,1
5723,BS-9368-3188,13
5724,BS-0755-6273,35
5725,BS-8418-9106,5
5726,BS-5748-7232,27
5727,BS-0510-1160,9
5728,BS-8895-5784,3
5729,BS-6146-1897,24
5730,BS-5107-4961,5
5731,BS-9009-2787,5
5732,BS-5384-0774,36
5733,BS-1840-4544,25
5734,BS-1443-1495,1
5735,BS-2347-2586,18
5736,BS-2469-3050,18
5737,BS-1958-4453,30
5738,BS-0322-0309,25
5739,BS-4801-1669,13
5740,BS-4218-7541,13
5741,BS-7611-4199,38
5742,BS-6696-9845,37
5743,BS-7282-0210,16
5744,BS-5311-1041,35
5745,BS-5766-9065,36
5746,BS-1630-6518,15
5747,BS-3395-3587,6
5748,BS-6863-3391,10
5749,BS-1893-0105,32
5750,BS-3304-3108,1
5751,BS-1098-0337,4
5752,BS-8424-7089,24
5753,BS-3338-9792,22
5754,BS-5509-8048,9
5755,BS-8158-5035,1
5756,BS-7686-2206,18
5757,BS-9066-3387,19
5758,BS-8586-8717,25
5759,BS-5987-4271,6
5760,BS-1798-1756,11
5761,BS-4485-6943,27
5762,BS-4211-8191,1
5763,BS-6517-9076,25
5764,BS-3896-8440,16
5765,BS-4159-5661,22
5766,BS-4134-2761,28
5767,BS-0694-9952,3
5768,BS-6050-1149,10
5769,BS-3803-4725,21
5770,BS-9714-8495,30
5771,BS-7309-4767,33
5772,BS-1918-3305,14
5773,BS-7360-4510,6
5774,BS-0117-4295,37
5775,BS-2573-3950,15
5776,BS-4510-9340,30
5777,BS-5540-7102,16
5778,BS-9432-0164,5
5779,BS-0399-0015,17
5780,BS-1659-5299,7
5781,BS-1343-0160,16
5782,BS-6249-0737,28
5783,BS-1350-0546,20
5784,BS-7884-2261,27
5785,BS-3454-3475,21
5786,BS-3657-0780,6
5787,BS-2077-0422,24
5788,BS-1300-1355,6
5789,BS-4835-2542,16
5790,BS-6480-7646,12
5791,BS-6899-6115,1
5792,BS-8982-9217,7
5793,BS-2961-0236,33
5794,BS-8880-4714,30
5795,BS-4044-0861,10
5796,BS-0744-8682,10
5797,BS-4657-1989,15
5798,BS-0536-0603,16
5799,BS-5788-8346,25
5800,BS-2207-9341,14
5801,BS-9854-6039,14
5802,BS-3249-8799,11
5803,BS-8032-4216,4
5804,BS-1988-2519,28
5805,BS-6408-2496,9
5806,BS-6325-1642,9
5807,BS-6707-1628,31
5808,BS-5212-9430,26
5809,BS-1452-2568,5
5810,BS-7011-4650,6
5811,BS-6603-9215,19
5812,BS-1793-7701,33
5813,BS-3284-6225,6
5814,BS-5980-3627,1
5815,BS-7456-8236,22
5816,BS-2063-6820,33
5817,BS-6473-3060,9
5818,BS-1039-3751,30
5819,BS-5730-9301,34
5820,BS-3589-2426,34
5821,BS-2797-3921,31
5822,BS-8260-8630,27
5823,BS-1930-3067,8
5824,BS-4272-4950,9
5825,BS-6409-4023,34
5826,BS-7481-0590,25
5827,BS-0572-2249,18
5828,BS-1217-4008,32
5829,BS-4642-6247,1
5830,BS-0081-6096,19
5831,BS-7309-1886,29
5832,BS-7609-6194,4
5833,BS-6166-8657,28
5834,BS-0505-1431,22
5835,BS-1659-2431,5
5836,BS-0604-5609,14
5837,BS-6437-7667,36
5838,BS-4295-8294,4
5839,BS-8336-5931,26
5840,BS-9738-3052,38
5841,BS-8509-3554,19
5842,BS-5763-8567,22
5843,BS-6095-4723,34
5844,BS-5914-4703,21
5845,BS-7510-2683,27
5846,BS-3032-6673,29
5847,BS-9472-2967,35
5848,BS-5778-4056,11
5849,BS-2378-1218,30
5850,BS-9537-1347,3
5851,BS-0871-8651,23
5852,BS-2083-2199,38
5853,BS-8407-1574,28
5854,BS-1045-9768,21
5855,BS-6409-7514,14
5856,BS-3134-3082,24
5857,BS-5355-4175,17
5858,BS-5870-5116,23
5859,BS-2628-5686,16
5860,BS-4446-2736,10
5861,BS-3708-1458,9
5862,BS-9446-9086,7
5863,BS-0389-3212,6
5864,BS-3523-6172,22
5865,BS-2919-8102,18
5866,BS-7386-6875,16
5867,BS-3813-6837,33
5868,BS-6712-1169,36
5869,BS-8934-8719,33
5870,BS-9567-0071,32
5871,BS-1642-5201,33
5872,BS-7281-0646,25
5873,BS-9993-9339,30
5874,BS-5579-7927,30
5875,BS-4874-7515,2
5876,BS-9244-5165,33
5877,BS-5858-7895,18
5878,BS-6077-4547,24
5879,BS-6340-3672,25
5880,BS-5594-8240,17
5881,BS-8655-4971,22
5882,BS-9272-8953,14
5883,BS-9373-3473,23
5884,BS-5531-1840,33
5885,BS-0366-9307,5
5886,BS-1692-8357,16
5887,BS-0689-5442,17
5888,BS-8408-4816,13
5889,BS-9834-6607,7
5890,BS-2811-7674,5
5891,BS-6567-4954,12
5892,BS-2421-2897,16
5893,BS-5389-3626,28
5894,BS-5097-6933,38
5895,BS-3507-4728,11
5896,BS-4517-6694,8
5897,BS-6949-5431,11
5898,BS-1052-5626,35
5899,BS-8114-6080,3
5900,BS-2449-5701,3
5901,BS-3011-5525,5
5902,BS-2056-6125,12
5903,BS-8801-3100,36
5904,BS-4935-0776,27
5905,BS-7105-0119,1
5906,BS-5813-3522,8
5907,BS-6053-3674,10
5908,BS-2163-5838,29
5909,BS-1377-2811,26
5910,BS-6241-3836,25
